Kgen,Dkgen,Commit,Sign,SignCommit,SignCommitProb,CommitProbTotal,SignProbTotal,ProbTries
1290920610,1273318459,1161775528,297916014,1446961190,465163690,161283313,287471693,1
1291434645,1308662191,1145212388,316171878,1361627357,481241745,680293589,1095854351,4
1303348951,1255513388,1163802415,299669074,1379953702,466184015,507948513,860810832,3
1258459849,1240572541,1163582264,299429392,1362888309,466649206,161381074,286445150,1
1289490381,1291327211,1146463844,281427861,1414010967,447785463,161722959,270659385,1
1239172900,1237473198,1144442976,265954307,1396974062,432591706,161719005,252316593,1
1307878785,1289492257,1128989523,315956074,1396544341,481348992,333759811,556125380,2
1272383016,1257880652,1146822132,265790258,1379436198,432622271,333973181,506349479,2
1324579167,1293677030,1078953894,298858950,1430745279,482584244,161242115,270082099,1
1257009521,1240395904,1147703315,264498162,1344987579,430926299,161286915,253001818,1
1291547158,1257747075,1096360999,300631606,1430523085,448889658,334081721,591102931,2
1291592815,1258089842,1095821634,298778010,1413352775,448231808,161485852,253129096,1
1306819720,1224690020,1096488392,283032062,1397204209,449482435,161181678,269489766,1
1325412656,1273984242,1129650856,282985275,1396293577,449435021,160872088,268994158,1
1324759911,1223021809,1148536632,265666438,1345783311,449920300,506799885,811421704,3
1306489081,1238341047,1114055160,281874235,1344078051,431503150,507629593,824980965,3
1269746772,1308033713,1162829075,316300769,1414092107,483058867,161331114,303027213,1
1322379529,1274110887,1111433364,249787372,1362598479,415249817,334585075,572378453,2
1290477775,1257432014,1113127092,282536132,1363635999,449746968,333964560,624344213,2
1323233571,1240416389,1130241778,283370926,1414810138,448293712,334472707,608057773,2
1306098290,1257177469,1112745745,264644446,1397945959,448689258,161150224,268858662,1
1325827376,1324755555,1144785786,298794458,1395698877,465022886,161868967,252328920,1
1291289072,1274804652,1111868519,298003133,1360759956,465218004,680472178,1161456082,4
1287542044,1257998632,1128912721,332147598,1428420408,498516206,161196509,270285664,1
1274625593,1240739401,1130156078,281224785,1379042859,465182895,1544830076,2647546222,9
1306921750,1289712850,1112434747,315809648,1413262467,482511370,334026406,605635341,2
1288063725,1257099273,1147174958,332113290,1427611673,499059491,161692336,270268963,1
1290068994,1257732130,1086720149,281425322,1378287083,465672722,161065632,286204072,1
1305488320,1290797187,1111421299,282710949,1345758854,448858607,161348420,252781829,1
1307787959,1241175776,1145978238,283189847,1379712552,432234234,161155454,303162689,1
1239354714,1223535564,1146815302,316426428,1412555728,482639248,334796515,557237714,2
1274591568,1291594743,1078426007,316775016,1397687008,483268397,506877188,861708902,3
1275223698,1275580197,1095163069,283003950,1395892560,449239094,334330925,639692807,2
1341469718,1292434065,1146144295,299662630,1363037810,465861211,507750078,894678139,3
1307173557,1272597565,1146663799,281135304,1361244551,465618121,161295150,268608861,1
1340353924,1271162341,1129825209,282939502,1363408920,448909017,680176140,1111586892,4
